MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_BBQ_weather
1,2.5,8.2,0.58,1.0184,3.14,0.0,12.8,20.5,14.3,27.1,True
6,2.5,7.8,0.59,1.0156,3.07,0.87,12.1,21.7,14.8,28.1,False
6,3.0,18.4,0.78,1018,2.03,0.29,4.4,15.4,13.0,20.7,False
6,2.0,6.1,0.73,1.0192,2.12,0.59,4.9,15.6,12.2,20.0,False
7,1.6,5.6,0.85,1.0193,1.28,0.19,0.9,15.5,13.1,19.5,False
6,2.7,9.9,0.72,1.0176,1.89,0.0,3.5,15.7,13.3,19.0,True
8,2.7,15.5,0.85,1.0168,0.84,0.89,0.0,10.7,4.9,13.3,False
5,3.6,13.2,0.69,1.0225,2.51,0.14,7.3,7.5,5.1,11.1,False
5,2.8,9.8,0.66,1.0237,2.61,0.05,7.9,8.2,4.4,12.9,False
2,2.5,7.9,0.59,1.0175,3.31,0.0,13.5,11.0,2.8,17.5,False
7,2.5,9.7,0.64,1015,2.03,0.22,4.1,13.5,6.9,19.8,False
6,3.4,12.8,0.69,1.0176,2.14,0.03,4.7,14.9,10.0,19.3,False
6,4.8,23.1,0.6,1.0135,2.75,0.84,8.7,18.8,12.6,26.6,False
7,3.3,13.4,0.75,1.0193,1.15,0.52,0.4,11.0,8.3,13.5,False
6,4.4,15.7,0.71,1.0246,2.12,0.19,4.5,10.0,7.7,14.1,False
5,4.0,10.9,0.67,1.0263,2.18,0.05,4.8,11.9,8.8,15.9,False
7,2.7,7.5,0.68,1.0183,2.55,0.0,7.1,17.0,11.2,23.9,True
4,2.8,8.6,0.56,1.0075,3.45,0.0,14.1,20.0,10.8,28.2,True
7,3.4,11.0,0.69,1.0124,1.28,0.07,0.7,16.5,13.1,19.8,False
8,2.3,6.6,0.82,1.0188,1.07,0.05,0.2,14.3,11.7,17.0,False
7,2.1,7.4,0.8,1.0195,1.7,0.04,2.2,17.4,13.9,22.9,False
7,3.0,12.0,0.78,1.0181,1.73,0.17,2.3,18.1,15.1,23.0,False
6,3.1,9.3,0.68,1.0145,2.65,0.0,7.6,19.9,15.0,25.6,True
2,2.3,7.5,0.63,1.0131,3.39,0.23,13.3,20.5,14.3,27.3,False
5,2.4,9.4,0.66,1.0122,2.54,0.01,6.8,20.0,14.6,26.0,False
2,2.3,8.9,0.6,1.0117,2.95,0.0,10.6,20.8,15.0,26.6,True
1,2.6,8.7,0.54,1.0112,3.5,0.0,14.8,21.0,13.5,27.7,True
1,2.3,8.5,0.54,1.0128,3.42,0.0,14.1,22.0,14.9,28.6,True
3,2.0,11.2,0.59,1.0146,3.07,0.13,11.4,22.7,15.5,31.1,False
5,2.5,13.2,0.63,1017,2.81,3.99,9.5,22.5,17.4,32.2,False
5,1.8,7.7,0.76,1.0192,1.69,0.05,2.9,20.8,17.2,25.2,False
3,2.5,8.3,0.67,1.0169,3.08,0.0,11.4,22.8,16.7,28.2,True
4,2.2,9.4,0.59,1.0136,2.86,0.05,9.8,23.3,17.7,29.6,False
5,2.2,7.8,0.62,1.0185,2.39,0.0,6.7,22.1,18.5,26.6,True
4,2.0,7.8,0.54,1.0162,3.49,0.0,14.5,24.9,16.8,31.3,True
5,2.5,9.0,0.56,1.0184,3.07,0.0,11.3,24.9,20.3,29.4,True
3,2.4,13.2,0.51,1.0173,3.13,0.15,11.7,26.3,19.5,33.7,False
4,2.3,11.8,0.72,1.0201,2.46,0.69,7.1,21.5,18.6,26.8,False
3,2.0,22.0,0.67,1.0182,2.86,0.89,9.7,22.3,16.9,30.2,False
4,2.5,8.0,0.69,1.0165,2.84,0.0,9.6,21.0,16.8,26.0,True
5,2.3,7.5,0.57,1.0132,3.12,0.0,11.6,21.1,16.0,25.5,True
3,2.0,13.3,0.54,1.0115,3.45,0.46,14.1,21.7,14.1,27.8,False
7,3.8,14.7,0.72,1.0171,1.93,0.94,4.0,18.9,16.7,23.1,False
6,3.7,11.4,0.64,1022,1.79,0.0,3.3,19.3,16.3,23.2,True
6,4.4,14.5,0.66,1.0176,2.15,1.1,5.2,19.6,16.1,23.1,False
4,2.7,9.2,0.5,1.0176,3.3,0.0,12.9,17.7,12.8,22.8,True
2,1.9,5.8,0.46,1.0135,3.6,0.0,15.3,20.8,11.0,28.6,True
4,3.2,14.0,0.42,1.0098,3.45,0.01,14.1,26.3,15.9,34.8,False
6,2.4,7.4,0.66,1.0162,2.2,0.9,5.5,22.6,18.8,25.7,False
3,2.1,7.9,0.56,1.0173,3.05,0.01,11.1,22.1,17.4,27.2,False
5,1.9,12.4,0.47,1.0139,2.85,0.0,9.7,22.1,15.3,27.7,True
5,2.4,10.2,0.62,1.0131,2.55,0.04,7.7,20.7,17.1,26.7,False
6,2.0,8.2,0.62,1.0127,2.41,0.0,6.8,21.0,16.5,26.2,True
5,1.8,8.0,0.5,1.0082,3.15,0.0,11.9,22.9,15.5,29.9,True
3,2.5,12.1,0.39,1.0029,3.36,0.0,13.5,27.1,17.9,34.2,True
8,3.3,12.8,0.78,1.0067,0.78,1.99,0.0,15.9,12.7,22.1,False
5,4.0,12.5,0.58,1.0074,2.62,0.03,8.2,17.8,13.0,22.9,False
6,3.2,11.5,0.75,1.0112,1.58,0.74,2.4,15.5,13.1,19.5,False
6,3.9,12.2,0.74,1.0149,1.83,0.5,3.6,14.6,12.5,18.0,False
7,4.3,11.6,0.69,1.0164,1.69,0.0,2.9,16.0,13.3,20.3,True
3,2.5,7.8,0.65,1.0187,2.82,0.0,9.6,17.3,12.8,22.4,True
3,1.8,7.3,0.57,1.0207,3.18,0.0,12.3,19.0,11.3,24.8,True
4,1.9,8.0,0.53,1.0192,3.05,0.0,11.3,20.3,15.2,25.5,True
6,2.5,10.3,0.53,1.0168,2.57,0.0,8.0,20.8,14.8,26.8,True
4,3.1,11.5,0.54,1017,3.12,0.0,11.9,20.5,15.1,25.8,True
5,2.5,9.8,0.46,1.0172,3.33,0.0,13.6,21.7,14.3,27.8,True
7,2.9,11.1,0.51,1017,2.62,0.0,8.4,22.1,17.3,27.2,True
2,2.6,8.2,0.44,1.0173,3.37,0.0,14.0,20.3,14.2,26.1,True
0,3.7,12.7,0.43,1.0145,3.52,0.0,15.2,20.1,12.7,26.7,True
0,2.2,7.1,0.42,1.0111,3.5,0.0,15.1,22.0,12.1,30.5,True
3,3.4,21.5,0.52,1.0099,3.02,0.92,11.4,24.1,16.1,34.1,False
6,2.7,11.4,0.82,1.0184,1.81,0.72,3.7,18.5,15.3,23.8,False
4,2.1,7.4,0.62,1.0229,2.65,0.0,8.8,19.2,13.9,24.6,True
0,3.0,9.4,0.51,1.02,3.45,0.0,14.9,21.8,13.1,29.1,True
0,1.9,5.9,0.46,1.0149,3.41,0.07,14.7,24.3,14.6,32.7,False
6,3.1,19.0,0.58,1016,2.28,0.28,6.5,23.3,18.9,31.5,False
3,2.8,10.1,0.49,1017,3.22,0.34,13.3,24.6,18.5,30.4,False
3,2.9,13.7,0.63,1.0175,2.77,0.0,9.9,21.6,15.8,27.7,True
6,2.6,17.8,0.71,1.0146,2.01,1.76,5.0,19.7,15.1,27.4,False
4,2.0,5.0,0.63,1.0147,2.64,0.0,9.1,20.2,14.5,26.2,True
5,2.2,8.6,0.52,1.0124,2.51,0.0,8.2,23.9,18.8,29.0,True
5,2.9,14.3,0.63,1.0123,2.06,2.54,5.4,23.5,17.5,33.7,False
7,3.2,8.9,0.75,1.0208,1.43,0.05,2.1,18.3,15.8,22.1,False
2,2.5,8.5,0.55,1023,2.88,0.0,11.1,18.9,13.8,23.6,True
3,1.7,4.9,0.51,1.0182,2.98,0.0,11.9,20.0,14.2,25.8,True
6,2.5,10.9,0.69,1.0154,1.88,0.16,4.5,18.6,16.0,23.1,False
3,1.8,5.2,0.68,1.0182,2.06,0.0,5.6,20.4,15.7,25.6,True
4,1.6,6.2,0.59,1.0187,3.04,0.0,12.6,23.5,16.0,30.5,True
1,1.9,7.7,0.53,1.0195,3.2,0.0,14.0,25.6,17.7,32.9,True
1,1.7,8.1,0.5,1.0203,3.02,0.0,12.6,26.9,18.6,34.6,True
2,1.9,7.2,0.46,1.0199,2.94,0.0,12.1,27.8,20.9,35.4,True
1,2.2,8.3,0.51,1.0194,2.94,0.0,12.2,26.8,21.3,33.3,True
1,1.7,7.4,0.45,1.0194,3.07,0.0,13.3,25.6,18.0,32.9,True
3,2.2,7.9,0.38,1.0175,2.93,0.0,12.3,27.3,19.2,34.5,True
3,2.1,10.2,0.41,1.0172,2.95,0.0,12.5,27.2,19.9,34.3,True
1,3.1,10.3,0.33,1.0144,2.93,0.0,12.5,28.5,22.0,35.9,True
0,2.2,7.0,0.37,1.0169,3.0,0.0,13.2,26.5,19.4,33.7,True
3,1.9,7.8,0.39,1.0201,2.96,0.0,12.9,27.3,19.3,34.6,True
2,3.3,18.5,0.31,1.0172,2.86,0.0,12.2,29.2,21.5,37.0,True
5,3.3,15.8,0.45,1.0142,2.16,0.79,7.0,24.8,20.0,27.7,False
5,2.1,14.8,0.79,1.0148,1.25,0.28,1.8,19.6,16.8,22.0,False
3,1.6,6.2,0.69,1.0154,2.53,0.01,9.9,21.6,16.2,28.0,False
4,2.0,6.9,0.54,1.0146,2.43,0.18,9.2,24.6,19.0,31.4,False
6,3.1,17.3,0.66,1.0173,1.71,0.32,4.3,21.6,17.4,27.8,False
5,2.7,10.9,0.59,1.02,1.98,0.0,6.1,20.9,17.3,26.1,True
6,2.0,7.1,0.5,1.0168,2.46,0.01,9.7,23.4,17.6,30.1,False
4,2.0,6.4,0.54,1.0154,2.56,0.0,10.6,23.4,17.4,29.2,True
4,2.7,9.7,0.52,1.0169,2.72,0.0,12.1,23.1,17.9,28.9,True
0,2.3,10.3,0.44,1.0174,2.83,0.0,13.2,22.6,15.0,30.0,True
1,1.9,7.2,0.49,1.0155,2.79,0.0,13.0,22.2,15.0,29.1,True
3,2.3,7.0,0.47,1.0131,2.49,0.0,10.5,20.3,14.4,27.3,True
2,2.3,10.8,0.48,1.0116,2.52,0.0,10.9,21.2,13.1,28.6,True
3,3.5,12.9,0.43,1.0103,2.54,0.0,11.2,21.6,17.2,27.5,True
5,2.3,8.8,0.47,1.0072,2.28,0.0,9.2,22.4,14.8,30.2,True
7,4.0,14.8,0.72,1.0049,0.71,0.91,0.2,18.4,15.2,23.7,False
7,3.4,11.5,0.77,1.0124,1.12,1.11,1.7,16.1,14.1,19.6,False
6,2.6,7.7,0.85,1.0179,1.23,1.14,2.3,12.6,10.6,15.0,False
7,2.2,8.4,0.73,1.0188,1.41,0.13,3.1,12.0,8.4,16.8,False
5,2.7,9.3,0.67,1.0238,1.59,0.05,4.3,11.7,7.7,16.2,False
2,2.3,8.3,0.58,1.0288,2.56,0.0,12.7,11.7,5.8,17.8,False
0,1.7,6.0,0.53,1.0287,2.56,0.0,12.9,13.8,5.4,21.8,True
3,2.3,8.5,0.56,1.0221,2.39,0.0,11.4,15.5,7.3,23.7,True
6,1.4,4.4,0.62,1.0192,1.62,0.0,4.9,15.5,10.1,22.2,True
5,2.2,7.3,0.64,1.0152,1.48,0.0,4.0,17.6,12.5,23.7,True
7,2.6,8.0,0.77,1.0092,0.85,0.45,0.6,15.3,13.5,18.2,False
7,1.9,6.4,0.78,1.0079,0.84,0.04,0.6,15.7,13.1,19.7,False
6,3.0,9.9,0.67,1.0154,1.22,0.28,2.5,14.5,11.3,18.3,False
8,5.2,15.8,0.75,1.0171,0.97,0.51,1.2,12.4,9.8,15.1,False
8,4.1,14.7,0.81,1.0255,0.57,0.19,0.0,12.2,10.9,14.6,False
6,2.1,8.1,0.81,1029,1.15,0.19,2.3,13.0,9.6,17.9,False
4,2.6,9.6,0.72,1.03,1.5,0.0,4.8,13.0,9.1,18.3,True
0,2.8,10.7,0.68,1.0269,2.25,0.0,11.9,13.0,7.0,20.2,True
6,1.4,5.1,0.71,1.0249,2.11,0.0,10.6,13.7,6.6,22.1,True
2,1.6,6.6,0.65,1.0239,2.19,0.0,11.6,15.7,8.1,23.8,True
1,1.3,3.7,0.65,1.0218,2.18,0.0,11.7,17.4,8.9,27.0,True
1,1.8,4.2,0.55,1.0213,2.16,0.0,11.7,19.9,13.4,28.7,True
1,1.5,5.4,0.62,1.0225,2.14,0.0,11.7,19.6,11.5,28.2,True
0,1.8,6.4,0.6,1.0212,2.09,0.0,11.4,20.3,13.7,28.4,True
1,2.3,9.4,0.56,1.0134,2.03,0.04,11.0,20.2,13.0,27.5,False
8,3.3,11.8,0.75,1.0153,0.5,0.2,0.0,15.1,10.7,18.2,False
4,2.3,7.5,0.67,1.0287,1.32,0.0,4.4,10.9,6.5,15.4,False
1,3.5,11.8,0.61,1.0289,2.03,0.0,11.6,10.7,5.6,17.0,False
4,2.0,5.5,0.56,1.0212,1.98,0.0,11.3,15.2,6.0,24.0,True
2,2.0,7.4,0.58,1.0175,1.89,0.01,10.5,16.4,12.0,22.1,False
7,2.0,10.3,0.68,1.0115,1.64,0.91,7.9,16.3,12.4,22.4,False
5,2.7,9.7,0.74,1.0148,1.13,0.0,3.4,11.9,6.5,15.4,False
2,2.3,7.8,0.71,1.0164,1.86,0.0,10.8,10.6,4.4,16.9,False
7,2.0,6.8,0.8,1.0127,0.59,0.09,0.3,12.1,6.5,16.2,False
7,2.5,11.5,0.69,1.0129,1.08,0.0,3.3,17.2,13.3,22.6,True
7,2.5,11.0,0.85,1.0109,0.88,0.74,1.9,14.8,10.9,18.9,False
8,3.5,12.9,0.86,1007,0.68,1.96,0.8,12.9,10.2,16.9,False
8,2.8,8.9,0.94,1.0058,0.43,3.47,0.0,7.5,5.3,10.2,False
6,4.9,14.8,0.7,1.0156,1.23,0.32,5.1,8.2,5.7,11.8,False
8,6.6,19.4,0.83,1.0077,0.42,1.63,0.0,6.8,1.3,9.3,False
8,7.0,19.1,0.81,1014,0.41,1.24,0.0,5.3,3.0,7.6,False
7,5.1,15.9,0.85,1.0168,0.77,0.42,1.6,9.3,6.7,11.6,False
7,3.8,11.4,0.8,1.0212,0.57,0.0,0.5,12.2,10.5,14.7,False
5,2.6,8.8,0.72,1.0237,1.21,0.04,5.6,12.8,9.9,17.5,False
7,2.0,5.8,0.76,1.0252,0.45,0.0,0.1,10.5,5.2,12.3,False
6,2.3,6.3,0.72,1.0248,1.07,0.0,4.5,7.6,4.1,12.8,False
5,3.5,10.9,0.68,1.0275,1.41,0.0,8.4,6.0,2.0,11.6,False
0,4.0,13.9,0.66,1.03,1.55,0.0,10.5,5.2,0.3,11.0,False
0,4.3,11.8,0.66,1.0296,1.52,0.0,10.3,4.7,1.5,9.8,False
0,4.4,12.1,0.61,1.0254,1.5,0.0,10.4,4.1,0.5,9.4,False
2,2.4,8.5,0.66,1.0159,1.46,0.0,10.1,3.8,-1.4,11.4,False
3,1.6,6.2,0.74,1.0094,1.3,0.01,8.1,4.8,-0.1,12.6,False
8,1.4,4.4,0.8,1.0004,0.5,0.31,0.5,6.5,4.0,10.0,False
8,2.8,12.3,0.86,1.0074,0.34,0.13,0.0,5.2,3.7,7.2,False
6,1.8,6.7,0.82,1.0133,0.34,0.03,0.0,4.4,3.0,5.9,False
8,4.3,13.3,0.83,1.0093,0.33,0.31,0.0,2.3,-1.3,3.6,False
6,2.1,6.6,0.79,1.0188,0.61,0.0,1.4,-1.2,-3.2,1.0,False
3,3.7,10.5,0.7,1.0234,0.97,0.0,5.0,0.5,-3.3,4.7,False
6,2.5,8.0,0.66,1.0176,0.84,0.0,3.7,2.1,-2.4,6.6,False
1,1.6,6.8,0.75,1.0207,1.18,0.0,8.1,1.1,-4.2,8.1,False
0,1.9,4.6,0.68,1.0196,1.27,0.0,9.8,2.5,-2.8,10.1,False
5,1.9,7.7,0.71,1.0045,1.0,0.34,6.1,5.3,-1.0,12.9,False
5,3.4,14.5,0.76,0.9964,0.43,0.01,0.5,5.3,1.8,8.0,False
7,3.8,11.4,0.58,0.9889,0.6,0.0,1.8,8.9,1.8,15.4,False
8,2.6,8.6,0.8,0.9973,0.33,0.11,0.1,8.0,6.4,11.6,False
5,2.4,7.8,0.78,1.0105,0.71,0.01,3.1,7.8,5.8,11.0,False
5,4.3,14.9,0.67,1.0184,0.46,0.01,0.8,9.4,4.5,13.2,False
1,2.4,7.2,0.66,1.0315,1.04,0.0,7.8,9.0,3.4,14.6,False
3,2.6,9.1,0.76,1.0335,1.11,0.0,9.0,6.0,1.1,12.6,False
7,2.0,9.1,0.8,1032,0.88,0.0,5.7,4.1,-0.1,8.6,False
4,5.4,14.9,0.75,1.0283,0.75,0.0,4.1,4.6,2.3,8.1,False
6,4.3,13.4,0.69,1.0217,0.45,0.0,1.0,5.8,1.9,9.8,False
2,1.6,5.2,0.76,1.0257,1.0,0.0,8.1,6.0,-0.1,14.1,False
8,2.3,6.3,0.95,1.0259,0.25,0.0,0.0,2.7,1.6,3.9,False
7,2.1,5.9,0.91,1025,0.25,0.0,0.0,2.6,1.3,3.7,False
8,1.6,4.8,0.91,1.0229,0.25,0.05,0.0,2.3,0.5,4.6,False
8,2.0,6.7,0.96,1.0266,0.24,0.46,0.0,4.5,2.7,6.1,False
7,1.3,6.2,0.9,1024,0.35,0.03,0.5,6.1,4.9,8.0,False
6,1.9,6.2,0.79,1.0193,0.72,0.0,4.7,7.4,3.5,11.9,False
7,1.8,5.4,0.9,1016,0.64,0.31,3.7,4.2,1.3,9.5,False
7,4.0,13.9,0.81,1025,0.34,0.03,0.5,5.2,2.9,7.4,False
8,3.5,13.1,0.64,1.0276,0.23,0.0,0.0,7.6,2.7,11.1,False
3,1.9,8.6,0.79,1.0262,0.91,0.0,8.5,8.1,3.8,13.4,False
4,1.1,3.6,0.89,1022,0.76,0.0,5.9,6.0,2.5,11.6,False
4,1.4,5.4,0.85,1.0171,0.6,0.0,3.5,5.5,1.1,11.8,False
5,1.5,5.0,0.85,1.0141,0.62,0.0,3.9,5.9,1.9,10.7,False
4,1.2,4.5,0.88,1.0115,0.66,0.0,4.6,4.9,1.1,12.7,False
4,1.2,3.4,0.91,1.0107,0.5,0.0,2.5,4.1,1.3,7.4,False
6,1.2,6.1,0.89,1.0127,0.67,0.0,5.1,6.4,1.1,12.4,False
7,1.6,5.9,0.96,1.0079,0.21,0.0,0.0,4.1,1.9,6.0,False
8,1.4,5.9,0.97,0.9996,0.2,0.0,0.0,2.7,0.6,4.0,False
8,5.0,10.8,0.95,1.0074,0.2,1.94,0.0,2.7,0.6,4.9,False
8,2.9,7.5,0.96,1.0158,0.2,0.27,0.0,1.6,-0.3,3.3,False
7,1.4,5.0,0.95,1.0144,0.48,0.0,2.6,1.7,-1.9,5.1,False
7,2.0,5.0,0.93,1.0107,0.5,0.0,2.7,2.8,-0.3,6.8,False
7,1.7,5.0,0.93,1.0153,0.26,0.0,0.2,4.5,2.9,7.1,False
8,2.1,6.5,0.96,1.0222,0.2,0.0,0.0,2.8,1.8,3.7,False
8,2.0,5.7,0.96,1.0244,0.2,0.0,0.0,2.2,1.3,2.8,False
7,1.8,5.2,0.96,1.0287,0.2,0.0,0.0,2.4,1.4,3.6,False
8,3.6,11.8,0.93,1.0238,0.2,0.41,0.0,1.5,-3.6,3.8,False
4,3.4,11.5,0.78,1.0305,0.59,0.0,4.7,-1.7,-4.1,0.9,False
0,1.9,5.9,0.77,1.0294,0.74,0.0,7.9,-2.8,-6.1,2.1,False
0,2.1,5.6,0.73,1.0215,0.73,0.0,7.9,-1.2,-4.5,4.4,False
2,2.1,8.2,0.69,1.0174,0.72,0.0,7.7,1.0,-1.7,6.2,False
4,1.9,6.3,0.63,1.0207,0.51,0.07,3.4,3.1,-1.5,9.4,False
7,3.6,17.0,0.8,1.0244,0.25,0.01,0.2,5.1,2.2,7.2,False
7,3.3,15.3,0.78,1.0205,0.19,0.49,0.0,6.8,1.3,10.3,False
5,7.2,20.7,0.81,1.0111,0.24,0.68,0.2,6.0,2.3,10.2,False
7,7.6,18.8,0.75,1.0166,0.51,0.15,3.6,1.1,-1.0,4.0,False
8,5.3,12.2,0.86,1027,0.22,0.36,0.1,-0.4,-1.6,0.6,False
6,2.1,7.2,0.87,1.03,0.45,0.0,2.5,0.5,-1.5,2.9,False
6,1.6,5.0,0.94,1.0281,0.52,0.0,3.8,-3.0,-5.1,-1.0,False
6,1.1,4.9,0.83,1.0248,0.43,0.01,2.2,0.7,-3.9,5.3,False
4,2.1,6.3,0.66,1.0215,0.54,0.07,4.2,6.6,4.4,11.9,False
5,5.7,19.1,0.72,1.0087,0.19,0.43,0.0,5.3,2.0,9.3,False
7,4.2,17.6,0.81,1016,0.38,0.24,1.6,-0.2,-4.6,2.4,False
2,3.0,8.6,0.7,1031,0.58,0.0,4.9,-4.8,-7.9,-1.8,False
0,1.8,5.6,0.59,1.0365,0.71,0.0,7.8,-7.7,-11.4,-3.0,False
4,1.1,3.4,0.67,1.0321,0.45,0.0,2.6,-4.3,-10.2,1.3,False
6,1.2,3.8,0.7,1.0217,0.53,0.0,3.9,-1.0,-5.3,5.2,False
7,2.1,8.5,0.63,1.0111,0.27,0.0,0.4,3.5,-1.4,8.3,False
4,3.5,14.8,0.68,1003,0.25,0.17,0.2,3.2,0.7,7.4,False
8,2.8,9.3,0.84,1.0131,0.19,0.0,0.0,1.5,0.1,4.0,False
8,1.8,6.0,0.93,1.0133,0.19,0.38,0.0,0.2,-0.3,0.6,False
8,2.0,6.1,0.95,1.02,0.19,0.67,0.0,-0.1,-1.1,0.6,False
8,2.3,14.0,0.92,1.0162,0.2,0.06,0.0,-1.2,-3.0,-0.1,False
8,3.1,8.2,0.85,1.0157,0.2,0.07,0.0,-3.9,-6.7,-3.0,False
6,1.9,5.4,0.77,1.0238,0.44,0.0,2.2,-6.7,-11.5,-4.0,False
8,3.8,13.9,0.79,1.0205,0.2,0.14,0.0,-4.5,-7.0,-1.4,False
8,4.2,13.0,0.9,1.0227,0.2,0.44,0.0,-0.2,-1.4,0.6,False
8,1.1,6.6,0.93,1024,0.2,0.88,0.0,0.9,-0.2,2.4,False
7,2.5,9.7,0.94,1.0215,0.26,0.01,0.2,2.4,1.0,4.4,False
7,1.9,5.7,0.96,1.0156,0.21,0.35,0.0,0.7,-0.2,1.7,False
7,4.1,12.7,0.88,1.0085,0.4,0.86,1.4,4.0,0.5,6.8,False
8,3.9,11.8,0.84,1.0165,0.21,0.0,0.0,2.5,0.6,3.4,False
7,3.6,13.2,0.74,1014,0.21,0.84,0.0,6.0,2.0,9.0,False
8,4.8,25.9,0.83,1.0059,0.21,0.97,0.0,5.9,3.7,10.2,False
8,6.2,23.8,0.79,0.9972,0.22,1.98,0.0,8.0,3.9,11.9,False
6,5.3,18.1,0.72,1.0024,0.7,0.31,5.7,4.6,1.1,7.2,False
7,6.1,18.7,0.78,1.0076,0.26,0.27,0.1,2.1,0.3,4.3,False
8,4.3,19.3,0.69,1005,0.22,1.93,0.0,2.8,-0.8,6.5,False
6,2.8,10.7,0.88,1003,0.5,0.55,2.2,2.4,0.4,4.8,False
7,2.5,9.2,0.91,1.0152,0.23,0.0,0.0,0.5,-1.3,2.4,False
7,4.5,17.3,0.74,1.0191,0.37,0.76,0.7,0.0,-1.7,1.9,False
7,5.3,18.3,0.89,1.0089,0.24,0.5,0.0,0.7,-2.0,2.0,False
6,2.1,6.1,0.74,1.0197,0.47,0.01,1.6,-2.9,-4.0,-1.3,False
6,1.9,5.3,0.77,1.0239,0.54,0.0,2.4,-4.0,-5.5,-1.5,False
2,2.2,5.4,0.78,1.0234,0.89,0.0,8.0,-6.4,-8.6,-2.6,False
4,1.6,4.6,0.72,1.0193,0.86,0.95,7.2,-5.2,-10.7,0.2,False
8,2.0,7.0,0.95,1.0156,0.25,0.39,0.0,0.0,-2.1,0.9,False
7,1.8,6.1,0.88,1007,0.48,0.01,1.4,-1.8,-3.2,-0.8,False
7,3.1,12.2,0.86,1.0003,0.56,0.12,2.2,-0.9,-3.4,3.0,False
7,3.6,9.0,0.81,1.0041,0.38,0.01,0.5,-2.3,-4.0,-0.6,False
7,4.6,15.7,0.77,1.0063,0.42,0.06,0.7,-2.2,-3.0,-0.4,False
6,4.9,17.0,0.58,1.02,0.86,0.0,6.1,-1.5,-3.1,2.4,False
2,3.4,17.3,0.44,1.0176,0.98,0.0,8.0,4.0,-2.7,11.6,False
4,6.7,21.1,0.53,1022,0.98,0.0,7.7,8.8,6.9,11.7,False
7,6.2,15.9,0.51,1.0255,0.39,0.0,0.4,9.7,5.0,11.7,False
6,3.2,9.9,0.56,1.0327,0.93,0.0,6.5,9.5,6.2,13.1,False
5,2.6,7.8,0.46,1.0339,0.91,0.0,6.0,8.1,3.2,14.1,False
1,3.9,14.4,0.36,1.03,1.12,0.0,9.3,10.2,1.9,17.1,False
6,3.6,10.0,0.33,1.0236,0.88,0.0,5.1,13.1,9.3,18.3,True
6,6.9,20.3,0.54,1.0177,0.56,0.12,1.4,9.4,3.1,14.3,False
7,8.5,27.0,0.72,1.0165,0.67,0.38,2.3,3.3,0.6,5.9,False
8,7.3,18.6,0.69,1029,0.5,0.0,0.8,0.6,-0.9,2.0,False
6,4.1,16.0,0.59,1.0325,0.98,0.51,5.9,1.5,-0.3,4.6,False
8,4.8,15.3,0.93,1024,0.32,0.55,0.0,0.5,-1.5,1.5,False
6,1.0,4.9,0.73,1.0334,0.33,0.0,0.0,-1.2,-3.4,-0.1,False
7,2.5,8.6,0.76,1.0334,0.64,0.01,1.6,1.7,-0.7,4.8,False
8,1.6,4.4,0.82,1.0271,0.34,0.01,0.0,3.1,2.0,4.8,False
8,2.1,5.4,0.8,1.0246,0.34,0.0,0.0,3.0,1.9,4.1,False
5,1.8,5.0,0.77,1.0273,0.94,0.0,4.4,3.2,-0.9,7.2,False
8,2.3,7.4,0.84,1.0273,0.77,0.0,2.4,0.2,-2.6,2.9,False
8,2.6,8.0,0.86,1022,0.36,0.27,0.0,0.5,-0.1,1.1,False
7,5.3,15.8,0.75,1.0184,0.46,0.0,0.2,-0.2,-2.0,1.0,False
1,4.3,13.5,0.67,1.0214,1.37,0.0,9.4,0.0,-3.4,4.9,False
6,2.1,6.2,0.71,1.0134,0.59,0.0,0.8,1.6,-2.3,5.0,False
6,2.2,7.4,0.73,1005,0.38,0.36,0.0,4.6,1.3,8.5,False
8,3.3,9.7,0.94,1.0112,0.39,1.34,0.0,-1.7,-3.2,1.3,False
5,2.2,6.8,0.8,1018,1.02,0.0,4.1,-3.3,-5.6,-1.0,False
4,2.7,8.4,0.56,1.0114,1.47,0.0,9.6,-2.4,-6.7,2.4,False
7,2.2,6.5,0.71,1.0037,0.5,0.04,0.2,-0.9,-3.0,1.9,False
7,2.0,5.8,0.78,1.0013,0.74,0.08,1.4,-3.4,-4.6,-1.7,False
4,1.9,5.9,0.69,1.0057,1.41,0.0,8.1,-2.9,-6.4,0.8,False
6,2.0,7.6,0.66,1.0154,0.83,0.02,1.9,-2.3,-4.4,0.9,False
8,2.1,6.9,0.79,1.0276,0.66,0.03,0.9,-3.6,-5.7,-0.2,False
8,4.2,10.1,0.84,1.0318,0.43,0.21,0.0,-3.1,-5.7,-1.0,False
7,3.7,11.3,0.73,1.0313,0.85,0.0,2.0,0.6,-1.2,2.9,False
5,2.1,7.4,0.61,1.0267,1.5,0.0,7.6,1.0,-2.3,5.9,False
3,3.4,9.6,0.71,1.0237,1.48,0.0,7.2,-1.9,-5.4,2.0,False
8,1.4,5.5,0.8,1.0205,0.46,0.21,0.0,-1.2,-6.0,2.8,False
7,1.8,6.3,0.75,1.0235,1.15,0.0,3.9,2.6,1.0,5.4,False
