,MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_BBQ_weather
1955,5,3.1,10.2,0.77,1.0138,1.89,0.27,3.6,6.7,4.4,10.2,0
1956,6,2.1,9.2,0.69,1.0158,2.23,0.0,5.6,7.9,2.0,13.1,0
1957,2,2.6,9.1,0.6,1.0213,3.23,0.0,13.2,8.5,3.8,13.4,0
1958,1,3.6,11.0,0.55,1.0199,3.39,0.0,14.6,9.8,1.9,16.0,0
1959,7,2.7,7.3,0.57,1.0168,2.92,0.0,10.4,12.7,5.0,19.2,1
1960,6,2.8,15.5,0.7,1.0114,2.68,0.22,8.5,14.3,7.7,21.6,0
1961,5,4.4,15.1,0.66,1.0148,2.24,0.0,5.4,13.5,9.5,17.1,0
1962,7,3.0,11.1,0.78,1.0126,2.02,0.64,4.1,11.6,7.0,17.2,0
1963,6,2.7,8.4,0.72,1.0126,2.23,0.11,5.3,12.2,8.2,16.8,0
1965,3,1.9,7.2,0.68,1.0249,3.02,0.0,10.8,10.0,4.1,16.0,0
1969,8,3.0,11.3,0.91,1.0184,0.88,0.67,0.0,12.1,9.7,13.9,0
1970,3,2.0,5.5,0.7,1.0256,2.83,0.0,9.1,13.3,8.5,18.7,1
1971,2,2.0,6.3,0.62,1.0262,3.52,0.0,14.7,16.4,7.8,23.3,1
1972,1,2.1,6.9,0.62,1.0217,3.53,0.0,14.7,18.7,9.6,26.2,1
1973,2,1.7,5.9,0.58,1.0175,3.57,0.0,15.0,20.9,11.8,28.5,1
1974,1,1.7,6.1,0.57,1.0164,3.6,0.0,15.2,22.4,13.1,30.6,1
1975,2,2.2,8.7,0.53,1.0151,3.57,0.0,14.9,23.8,15.6,30.7,1
1977,5,2.6,7.7,0.65,1.0254,2.39,0.0,5.8,12.7,8.5,16.6,0
1978,1,2.0,7.5,0.57,1.0221,3.17,0.0,12.2,14.4,9.6,19.4,1
1979,3,1.7,6.9,0.58,1.0183,3.42,0.0,14.1,15.9,8.2,22.4,1
1980,3,2.3,14.4,0.53,1.0127,3.47,0.4,14.5,20.7,10.8,27.6,0
1982,7,3.3,11.2,0.67,1.0187,2.13,0.08,5.2,14.4,11.2,18.0,0
1983,7,3.0,10.9,0.76,1.0195,1.51,0.57,2.1,13.4,11.1,17.1,0
1984,6,3.8,11.5,0.64,1.0278,1.82,0.0,3.5,9.8,7.9,12.1,0
1985,6,2.6,8.1,0.56,1.0321,2.27,0.0,6.0,10.7,6.4,15.1,0
1986,6,2.5,9.4,0.57,1.0276,1.82,0.01,3.5,10.8,8.2,14.2,0
1987,6,2.5,9.0,0.55,1.0198,1.98,0.0,4.3,12.9,8.2,17.4,0
1988,7,2.9,9.5,0.59,1.0125,1.4,0.28,1.6,13.9,10.8,18.1,0
1989,6,1.9,6.7,0.75,1.0106,1.96,0.36,4.2,12.9,8.5,18.2,0
1990,5,2.9,17.8,0.75,1.0084,2.25,0.3,5.8,16.6,12.0,23.6,0
1992,7,2.6,7.8,0.8,1.0186,2.23,0.13,5.7,17.2,14.0,21.7,0
1993,4,2.0,5.3,0.61,1.0226,3.12,0.0,11.6,20.2,14.5,25.1,1
1994,7,2.5,8.0,0.67,1.0264,1.64,0.09,2.6,19.9,16.3,23.5,0
1995,5,2.0,6.0,0.74,1.0238,2.17,0.0,5.3,19.7,15.2,24.0,1
1996,0,2.5,7.4,0.5,1.0202,3.65,0.0,15.7,18.8,11.3,25.1,1
1997,0,2.0,7.0,0.53,1.0171,3.65,0.0,15.7,20.8,11.9,27.4,1
1998,3,1.7,6.6,0.53,1.0167,3.4,0.0,13.7,22.9,14.5,29.5,1
1999,7,3.0,9.1,0.55,1.0185,3.2,0.0,12.2,23.7,18.0,28.3,1
2000,2,2.0,7.2,0.57,1.0196,3.51,0.0,14.6,22.2,14.9,28.5,1
2001,3,2.2,6.4,0.52,1.0147,3.51,0.0,14.6,24.8,15.7,31.8,1
2002,4,3.8,15.1,0.51,1.0152,2.81,0.0,9.4,25.3,20.7,30.9,1
2003,5,2.4,7.3,0.67,1.0204,2.32,0.0,6.2,22.9,19.5,27.4,1
2004,2,1.9,8.2,0.61,1.0187,3.38,0.0,13.6,24.1,18.1,29.8,1
2005,3,2.1,11.2,0.57,1.0144,2.98,0.0,10.6,25.2,19.6,31.1,1
2009,5,3.1,9.1,0.8,1.0219,2.12,0.18,5.1,16.3,13.4,19.9,0
2010,2,2.2,7.5,0.62,1.0182,3.33,0.0,13.3,20.4,13.6,26.0,1
2013,4,3.0,10.4,0.69,1.0128,2.66,0.04,8.5,15.3,9.7,20.9,0
2015,7,1.8,6.0,0.76,1.0161,1.74,0.24,3.2,13.6,10.6,17.9,0
2018,8,2.6,13.8,0.89,1.0226,1.04,0.29,0.5,16.1,13.7,21.3,0
2019,7,2.0,6.9,0.79,1.0234,2.37,0.46,6.8,18.0,14.3,23.3,0
2020,3,1.9,8.4,0.67,1.0215,3.39,0.0,14.1,19.5,12.6,25.8,1
2021,5,1.7,6.3,0.57,1.0201,3.18,0.0,12.5,21.3,14.9,27.4,1
2022,3,2.3,10.8,0.56,1.0165,3.22,0.0,12.9,22.8,13.4,30.0,1
2023,5,3.3,16.4,0.64,1.0138,2.39,0.43,7.0,22.4,17.9,29.0,0
2024,1,3.0,11.1,0.63,1.0137,3.26,0.0,13.3,22.5,16.9,28.7,1
2026,6,4.4,12.7,0.78,1.0174,1.35,0.19,1.6,17.7,15.4,22.0,0
2027,5,4.4,13.9,0.62,1.0212,2.55,0.61,8.2,18.2,12.8,22.6,0
2028,5,4.2,12.5,0.69,1.0177,2.3,0.0,6.6,16.6,12.4,21.4,1
2029,4,3.8,11.8,0.65,1.0129,2.27,0.01,6.5,16.8,13.9,20.8,0
2030,6,2.5,8.5,0.7,1.0111,2.0,0.03,4.9,16.9,14.3,20.9,0
2031,7,2.0,7.4,0.66,1.0105,1.35,0.28,1.7,18.7,14.9,23.1,0
2033,6,2.0,6.5,0.72,1.0122,2.39,0.0,7.4,20.4,16.9,25.7,1
2037,7,2.2,7.9,0.82,1.0154,0.81,0.59,0.1,19.0,16.4,22.3,0
2038,7,1.7,4.8,0.76,1.0158,0.94,0.0,0.4,18.2,16.2,20.6,1
2039,4,2.3,7.6,0.68,1.0161,2.52,0.1,8.6,19.4,13.6,24.5,0
2041,8,3.3,8.8,0.93,1.0191,0.7,0.26,0.0,14.8,13.9,15.8,0
2042,5,3.4,10.4,0.67,1.0234,2.26,0.0,7.0,16.2,13.5,19.8,1
2044,7,3.7,9.9,0.73,1.0168,1.55,0.21,2.9,15.2,12.8,18.4,0
2045,6,3.5,12.1,0.72,1.0136,1.56,0.58,3.0,12.5,9.7,17.2,0
2046,6,2.9,11.7,0.8,1.0166,1.79,0.61,4.3,11.7,9.2,15.4,0
2048,4,2.6,11.0,0.66,1.0131,2.51,0.0,9.2,15.9,9.8,22.3,1
2049,2,2.4,10.6,0.59,1.0136,2.94,0.0,12.7,17.0,11.6,22.1,1
2050,2,2.0,11.4,0.59,1.0141,2.91,0.1,12.5,18.1,10.1,24.8,0
2051,6,2.9,8.8,0.68,1.0176,2.04,0.0,6.1,17.2,14.3,21.2,1
2054,8,2.3,6.9,0.96,1.02,0.65,0.59,0.0,13.2,12.3,14.6,0
2055,6,2.4,8.2,0.85,1.0195,1.72,0.0,4.3,15.8,12.9,19.9,1
2056,4,3.0,10.0,0.77,1.0157,2.55,0.0,10.2,17.8,11.5,24.2,1
2058,8,1.8,9.3,0.88,1.0175,0.63,0.24,0.0,16.0,14.8,17.7,0
2062,5,2.0,5.3,0.81,1.0143,1.7,0.0,4.6,16.8,12.6,22.2,1
2063,7,2.7,11.4,0.72,1.0104,1.4,0.04,2.9,18.3,14.2,23.3,0
2064,7,2.2,11.9,0.69,1.0176,1.33,0.0,2.6,16.7,13.2,20.3,1
2065,5,1.9,7.6,0.73,1.0176,2.31,0.0,9.3,17.2,12.0,22.4,1
2066,5,1.7,6.1,0.71,1.0201,1.71,0.01,5.0,17.7,14.1,23.6,0
2067,1,2.4,8.2,0.76,1.0227,2.71,0.0,13.0,18.9,12.6,25.9,1
2068,1,2.1,7.8,0.74,1.0231,2.65,0.0,12.6,20.0,13.5,26.6,1
2069,3,1.9,6.0,0.8,1.0177,2.24,0.0,9.2,20.0,14.3,26.9,1
2070,2,1.6,5.9,0.7,1.0156,2.44,0.0,11.2,22.1,15.4,29.4,1
2071,5,2.2,7.3,0.74,1.0219,2.08,0.0,8.1,21.2,17.6,26.5,1
2072,6,2.1,8.3,0.8,1.0249,1.73,0.0,5.4,19.9,16.1,25.1,1
2073,4,2.9,9.2,0.72,1.0236,2.01,0.0,7.8,17.6,13.3,23.4,1
2074,1,2.4,7.4,0.72,1.0173,2.48,0.0,12.3,17.8,10.7,25.5,1
2075,1,1.8,8.8,0.7,1.0126,2.48,0.0,12.5,18.5,11.4,26.3,1
2076,0,1.8,6.6,0.61,1.0125,2.45,0.0,12.4,19.7,11.8,28.1,1
2077,1,2.4,8.4,0.59,1.0148,2.41,0.0,12.1,21.2,14.5,28.4,1
2078,5,2.4,10.9,0.67,1.0096,1.9,0.04,7.5,20.9,14.5,28.1,0
2079,6,2.9,8.6,0.86,1.0106,0.74,0.25,0.3,17.5,16.3,19.3,0
2081,6,2.2,9.7,0.9,1.0146,1.35,0.48,3.5,15.5,13.1,18.7,0
2083,7,1.9,6.1,0.87,1.0244,0.98,0.0,1.4,15.3,11.0,19.2,1
2084,7,3.3,10.0,0.74,1.0191,1.33,0.0,3.6,17.3,13.7,21.7,1
2086,8,2.6,7.5,0.87,1.0172,0.54,0.12,0.0,9.4,8.3,10.8,0
2087,7,3.8,12.9,0.76,1.0237,1.15,0.0,2.6,9.8,7.8,12.6,0
2089,6,1.3,5.0,0.74,1.0234,1.53,0.0,5.7,10.9,6.9,16.5,0
2090,3,2.6,9.2,0.73,1.0223,1.86,0.0,9.0,11.3,6.2,16.9,0
2091,2,1.7,6.0,0.79,1.0204,2.06,0.0,11.3,12.0,5.8,19.2,1
2092,1,1.4,5.0,0.78,1.0183,2.0,0.0,10.8,14.6,8.8,21.7,1
2094,2,1.3,4.2,0.76,1.0158,1.98,0.0,11.1,14.7,7.8,22.4,1
2095,4,2.1,8.9,0.77,1.0202,1.77,0.02,8.9,16.0,10.9,21.0,0
2096,8,1.6,9.4,0.9,1.0225,0.48,0.31,0.0,14.2,13.3,15.4,0
2097,7,2.4,7.7,0.8,1.0216,1.02,0.66,2.5,15.0,10.7,19.2,0
2098,7,3.3,13.4,0.85,1.0204,0.57,0.36,0.2,11.8,8.2,15.2,0
2099,5,2.8,7.7,0.72,1.0255,1.39,0.0,5.8,10.0,6.7,14.9,0
2103,8,2.6,10.1,0.91,1.0193,0.66,0.01,0.7,13.8,11.1,17.9,0
2106,6,2.3,8.4,0.79,1.0198,1.34,0.0,6.3,13.8,9.1,20.1,1
2107,7,1.4,5.2,0.92,1.0212,0.41,0.0,0.0,11.3,8.6,14.8,0
2108,4,1.6,6.5,0.86,1.0247,1.47,0.0,8.1,12.7,9.0,18.9,1
2109,3,2.3,8.4,0.84,1.0242,1.41,0.0,7.6,11.8,6.9,17.9,0
2110,2,1.4,4.3,0.88,1.0215,1.51,0.0,9.0,9.1,5.3,16.3,0
2111,0,1.6,6.7,0.79,1.0206,1.6,0.0,10.4,9.9,4.2,18.4,1
2112,2,1.4,4.1,0.82,1.0212,1.43,0.0,8.5,8.5,3.5,16.4,0
2113,0,1.6,4.8,0.82,1.0273,1.48,0.0,9.3,9.2,3.4,16.6,0
2115,1,2.0,7.0,0.81,1.0271,1.47,0.0,9.7,8.2,2.9,15.1,0
2116,0,4.1,11.9,0.71,1.0264,1.5,0.0,10.3,6.4,2.4,12.3,0
2117,0,3.4,9.1,0.72,1.0236,1.47,0.0,10.2,5.7,0.9,12.2,0
2118,6,1.8,5.3,0.83,1.0211,1.06,0.03,5.2,5.4,1.0,11.7,0
2119,7,1.0,3.5,0.86,1.0167,0.77,0.0,2.4,8.8,3.9,15.3,0
2120,3,1.4,5.1,0.82,1.0113,1.25,0.0,7.8,11.5,5.7,18.7,1
2121,5,2.2,5.5,0.62,1.01,0.97,0.0,4.6,15.2,9.9,22.2,1
2123,5,1.8,7.3,0.8,1.0216,1.06,0.0,6.0,12.5,8.6,17.9,0
2125,5,3.1,10.1,0.66,1.0217,0.75,0.0,2.8,15.7,9.6,20.1,1
2126,1,2.1,8.6,0.81,1.0225,1.29,0.0,9.8,12.5,7.1,20.1,1
2127,1,1.5,4.3,0.92,1.0226,1.24,0.0,9.2,10.7,7.4,16.5,0
2128,5,1.6,4.3,0.94,1.0222,1.06,0.0,6.8,10.3,7.0,16.7,0
2129,6,1.5,4.3,0.94,1.0217,0.99,0.0,6.1,8.4,5.9,13.1,0
2131,8,1.5,4.9,0.97,1.02,0.29,0.62,0.0,9.0,4.8,12.5,0
2132,7,1.3,4.6,0.86,1.0211,0.87,0.12,5.0,11.4,5.8,17.6,0
2133,4,1.7,8.1,0.85,1.0198,0.91,0.08,5.7,12.6,8.7,20.0,0
2134,7,1.9,8.9,0.92,1.0183,0.59,0.18,2.0,9.9,6.7,13.9,0
2135,8,2.2,11.4,0.94,1.0258,0.27,0.31,0.0,9.1,6.0,10.7,0
2136,7,1.8,7.7,0.9,1.0282,0.52,0.01,1.5,7.8,5.5,10.6,0
2137,5,1.7,5.7,0.8,1.0273,0.78,0.0,4.5,8.4,3.8,12.9,0
2138,3,1.9,5.6,0.87,1.0274,0.97,0.0,7.5,5.7,1.4,12.0,0
2139,4,1.1,4.5,0.9,1.0255,1.04,0.0,8.8,5.2,0.3,14.1,0
2140,4,1.4,4.5,0.92,1.0349,0.98,0.0,7.9,6.2,1.4,12.9,0
2141,8,1.8,5.0,0.86,1.0316,0.49,0.0,1.5,8.1,6.1,10.0,0
2142,1,1.8,6.2,0.8,1.0216,1.0,0.0,8.7,7.8,1.7,16.0,0
2144,8,2.4,6.6,0.88,1.0253,0.24,0.0,0.0,2.5,1.8,3.2,0
2145,5,1.7,5.9,0.8,1.0134,0.84,0.0,6.5,4.9,1.2,9.9,0
2146,7,3.3,14.9,0.81,1.0033,0.33,0.22,0.4,6.0,3.1,9.4,0
2147,6,4.0,11.2,0.73,1.0128,0.31,0.1,0.3,2.8,0.6,4.8,0
2149,6,2.2,6.3,0.87,1.0297,0.37,0.01,0.8,-0.8,-3.0,0.1,0
2150,7,3.7,9.7,0.77,1.0323,0.3,0.65,0.3,-0.7,-3.5,2.0,0
2152,7,2.2,6.2,0.89,1.0339,0.31,0.12,0.4,-1.1,-1.8,0.5,0
2153,3,3.5,9.6,0.79,1.0317,0.78,0.0,6.8,-2.5,-4.9,-0.3,0
2154,8,2.2,8.0,0.79,1.0192,0.21,0.18,0.0,-5.1,-6.5,-4.2,0
2155,7,3.3,12.0,0.76,0.9977,0.21,0.07,0.0,-1.5,-6.0,1.2,0
2156,6,1.7,6.6,0.77,0.9983,0.5,0.0,2.6,-1.6,-5.4,0.0,0
2157,4,1.8,5.5,0.69,0.9988,0.68,0.0,5.4,0.3,-1.5,4.5,0
2159,7,1.3,4.4,0.75,1.0077,0.28,0.0,0.4,0.5,-3.3,3.5,0
2160,8,1.5,4.4,0.82,1.0152,0.2,0.0,0.0,-0.7,-2.8,1.0,0
2161,5,2.2,6.9,0.88,1.0148,0.21,0.0,0.0,-2.6,-4.4,-1.5,0
2162,5,2.1,5.6,0.82,1.0068,0.73,0.0,7.1,-3.0,-6.6,1.2,0
2164,6,2.2,8.4,0.8,1.0054,0.38,0.14,1.3,3.9,1.5,8.3,0
2165,6,2.5,12.4,0.81,1.0033,0.27,0.0,0.3,4.4,0.5,6.8,0
2166,8,2.0,5.5,0.91,1.0075,0.2,0.09,0.0,2.1,0.4,2.8,0
2167,8,3.6,9.5,0.84,1.0166,0.38,0.22,1.4,2.2,1.2,4.1,0
2168,5,2.0,8.1,0.77,1.0194,0.5,0.01,3.2,2.8,1.3,6.0,0
2169,8,2.1,6.3,0.89,1.0326,0.2,0.03,0.0,1.3,-0.1,2.9,0
2170,3,3.0,8.7,0.81,1.0409,0.57,0.0,4.4,-1.3,-4.0,1.7,0
2171,4,2.3,5.3,0.83,1.0394,0.61,0.0,5.3,-3.3,-5.3,0.4,0
2172,4,1.4,4.7,0.85,1.0322,0.66,0.0,6.4,-4.7,-8.0,-0.8,0
2173,8,1.2,3.6,0.91,1.0328,0.19,0.02,0.0,-2.4,-6.5,-0.2,0
2175,7,5.1,17.4,0.74,1.0206,0.24,0.09,0.2,1.2,-0.6,2.7,0
2178,7,5.2,12.0,0.82,1.0212,0.28,0.06,0.5,-2.2,-3.4,-1.2,0
2179,8,5.0,11.9,0.76,1.0262,0.35,0.15,1.2,-1.1,-2.1,0.0,0
2180,6,3.9,9.4,0.82,1.0309,0.55,0.07,4.4,0.4,-1.0,3.1,0
2181,7,2.4,8.6,0.86,1.0342,0.19,0.03,0.0,-0.7,-1.8,0.8,0
2182,8,3.2,9.1,0.89,1.0326,0.19,0.43,0.0,-1.2,-3.1,0.9,0
2183,8,2.8,7.3,0.95,1.0291,0.19,0.38,0.0,1.4,0.4,2.2,0
2184,8,2.7,7.0,0.88,1.0255,0.19,0.05,0.0,1.9,0.4,3.4,0
2185,7,2.3,5.1,0.9,1.0209,0.19,0.06,0.0,1.7,0.7,2.9,0
2187,8,2.2,7.2,0.88,1.0062,0.19,0.1,0.0,-1.9,-2.6,-1.2,0
2188,8,3.6,10.0,0.87,1.0073,0.19,0.49,0.0,-4.5,-6.0,-2.5,0
2189,5,3.8,9.9,0.79,1.0173,0.32,0.0,0.8,-5.8,-7.8,-3.9,0
2191,7,3.7,14.2,0.83,1.0069,0.56,0.57,4.3,3.2,-6.4,8.9,0
2193,8,1.9,5.3,0.98,1.0181,0.2,0.51,0.0,0.0,-0.9,0.4,0
2194,8,1.8,4.3,0.92,1.0285,0.2,0.03,0.0,-0.2,-1.0,0.4,0
2195,8,2.8,11.4,0.89,1.0276,0.24,0.0,0.1,-0.7,-1.2,0.4,0
2196,8,3.2,13.8,0.84,1.0196,0.2,0.0,0.0,-0.9,-1.4,-0.3,0
2197,8,1.8,6.5,0.88,1.0217,0.2,0.0,0.0,-1.5,-2.3,-0.7,0
2198,8,2.2,5.5,0.9,1.0275,0.2,0.0,0.0,-2.5,-3.8,-1.4,0
2199,8,2.1,6.1,0.91,1.03,0.21,0.0,0.0,-2.5,-4.1,-1.8,0
2200,8,1.5,3.6,0.91,1.0316,0.21,0.0,0.0,-3.9,-5.0,-2.7,0
2201,1,1.3,3.9,0.86,1.0346,0.78,0.0,7.9,-5.9,-8.7,0.0,0
2202,3,1.1,3.7,0.84,1.0342,0.8,0.0,8.1,-5.3,-9.6,2.9,0
2203,4,1.6,4.6,0.79,1.0354,0.76,0.0,7.2,-4.2,-7.3,1.7,0
2204,3,1.9,5.9,0.84,1.0351,0.77,0.0,7.2,-5.8,-8.8,-1.4,0
2205,8,2.0,5.9,0.92,1.0348,0.22,0.0,0.0,-8.1,-9.3,-6.6,0
2206,3,1.7,4.2,0.87,1.0303,0.67,0.0,5.1,-8.2,-11.0,-3.8,0
2207,0,1.2,4.0,0.82,1.0267,0.83,0.0,8.0,-9.4,-13.0,-3.4,0
2209,8,5.2,13.1,0.89,1.0113,0.23,0.03,0.0,1.9,-0.5,2.8,0
2210,3,2.0,6.3,0.81,1.0258,0.85,0.0,7.9,1.2,-0.8,5.3,0
2211,3,2.8,15.2,0.78,1.0247,0.87,0.17,8.1,1.4,-3.7,5.9,0
2212,5,5.2,16.5,0.79,1.0237,0.55,0.32,2.6,2.6,0.8,4.9,0
2213,8,3.1,8.4,0.89,1.0329,0.24,0.01,0.0,-1.1,-7.1,1.0,0
2214,0,3.3,9.2,0.71,1.0414,0.9,0.0,8.1,-8.1,-12.0,-4.4,0
2217,4,2.5,7.9,0.74,1.0171,0.85,0.0,6.6,-3.6,-8.8,-0.2,0
2218,6,2.1,5.8,0.73,1.0222,0.55,0.0,2.1,-6.8,-9.7,-3.1,0
2220,1,2.4,7.9,0.74,1.0285,0.96,0.0,8.0,-4.0,-7.6,1.5,0
2222,4,1.1,3.5,0.8,1.0268,0.89,0.0,6.4,-3.8,-7.8,3.2,0
2223,3,1.2,3.2,0.86,1.0254,0.98,0.0,7.7,-4.4,-8.4,1.1,0
2224,0,1.5,4.2,0.78,1.0219,1.04,0.0,8.5,-2.4,-6.0,4.6,0
2225,1,1.4,4.1,0.83,1.0204,1.04,0.0,8.3,-4.7,-9.3,2.8,0
2226,8,1.5,6.5,0.9,1.0264,0.29,0.06,0.0,-6.5,-8.9,-5.1,0
2227,3,1.8,4.7,0.85,1.0308,0.88,0.02,5.3,-5.4,-9.9,-3.6,0
2228,8,2.3,5.4,0.83,1.0293,0.42,0.31,0.4,-2.3,-4.4,-0.3,0
2233,5,1.7,5.6,0.88,1.0279,0.73,0.15,2.6,-2.7,-7.9,0.7,0
2234,4,1.3,5.2,0.82,1.0297,1.11,0.0,7.4,-5.6,-10.8,-0.5,0
2238,7,3.5,15.9,0.88,0.9968,0.52,0.7,0.6,5.4,3.4,8.8,0
2240,7,2.5,12.2,0.66,1.0039,0.55,0.04,0.7,5.1,3.0,7.8,0
2241,3,3.4,11.6,0.61,1.0042,1.2,0.0,7.2,5.9,1.8,10.0,0
2242,6,2.5,8.4,0.72,1.0046,1.02,0.05,4.7,5.1,1.1,8.8,0
2243,5,2.3,7.4,0.79,1.0125,0.91,0.0,3.4,4.6,1.8,8.6,0
2244,8,3.2,8.1,0.83,1.02,0.38,0.0,0.0,1.7,0.2,2.3,0
2245,8,3.0,10.4,0.83,1.0195,0.53,0.0,0.4,0.5,-0.7,2.7,0
2247,7,3.0,9.9,0.76,1.0112,0.63,0.29,0.8,-0.8,-2.3,0.9,0
2248,8,2.4,6.7,0.86,1.0154,0.41,0.16,0.0,-3.1,-5.8,-1.6,0
2249,5,1.8,4.5,0.75,1.0183,1.14,0.0,5.0,-4.4,-6.4,-0.7,0
2250,8,3.7,13.7,0.69,1.0092,0.74,0.07,1.3,-2.7,-7.0,-0.1,0
2251,6,5.2,16.4,0.74,1.0074,1.0,0.12,3.4,-1.8,-4.8,1.0,0
2252,3,4.2,14.0,0.64,1.0086,1.2,0.0,5.1,-2.6,-5.9,1.4,0
2255,6,2.3,6.1,0.87,1.0076,0.45,0.18,0.0,-3.0,-4.0,-1.2,0
2256,6,3.9,9.3,0.84,1.0167,0.9,0.04,2.2,-1.9,-3.7,0.4,0
2257,6,3.6,12.4,0.85,1.0213,1.05,0.13,3.2,-2.3,-4.8,0.3,0
2260,6,4.9,18.8,0.76,1.0062,1.06,0.06,3.0,3.9,0.5,6.6,0
2261,7,4.4,17.4,0.78,1.0071,0.81,0.21,1.3,1.7,-3.7,4.5,0
2263,4,3.0,8.3,0.73,1.0314,1.61,0.0,7.3,-4.4,-6.8,-0.8,0
2264,1,2.5,6.9,0.71,1.0275,1.86,0.0,9.6,-3.5,-7.6,1.0,0
2267,8,2.2,6.9,0.77,1.0229,0.65,0.04,0.3,-0.4,-2.4,2.1,0
2268,3,3.9,10.8,0.74,1.0198,1.67,0.0,7.1,0.5,-1.9,4.6,0
2269,3,1.9,4.9,0.73,1.0141,1.84,0.0,8.5,1.1,-3.9,7.9,0
2271,6,1.7,6.3,0.62,1.0066,1.63,0.25,6.3,8.3,2.7,13.9,0
2272,8,2.4,5.9,0.91,1.0082,0.56,0.0,0.0,4.9,1.4,6.7,0
2273,7,2.7,7.6,0.79,1.0128,0.56,0.0,0.0,1.5,-0.3,3.6,0
2275,6,4.6,15.5,0.71,1.0124,0.96,0.55,1.4,9.8,6.3,13.4,0
2276,8,4.0,12.1,0.79,1.0167,0.64,0.18,0.1,11.3,8.5,15.0,0
2280,7,3.4,13.3,0.71,1.0144,0.75,0.28,0.3,8.8,4.9,11.6,0
2282,5,3.5,11.7,0.54,1.0152,1.86,0.05,6.8,12.9,8.8,18.7,0
2285,5,3.5,9.8,0.72,1.0169,1.98,0.02,7.4,6.8,3.1,11.7,0
2287,6,1.5,5.0,0.71,1.0171,1.58,0.0,4.3,2.7,-0.2,6.6,0
2288,1,1.7,6.6,0.6,1.0173,2.64,0.0,12.6,4.6,-2.0,10.7,0
2289,0,3.1,13.5,0.51,1.0137,2.66,0.04,12.6,9.4,1.5,16.4,0
2293,8,3.6,9.4,0.83,1.0168,0.69,0.08,0.0,2.3,0.2,4.1,0
2296,8,2.6,7.8,0.73,1.0142,1.81,0.48,5.1,11.5,5.2,16.9,0
2298,6,2.3,14.7,0.76,1.0139,1.64,0.38,3.9,10.7,8.1,16.0,0
2299,6,1.8,5.9,0.69,1.0148,1.55,0.0,3.3,11.0,8.2,14.8,0
2301,2,1.6,6.2,0.6,1.0158,2.55,0.0,10.0,12.5,5.4,19.3,1
2302,1,1.8,6.4,0.52,1.0159,2.92,0.0,13.0,14.0,6.1,21.2,1
2303,4,2.8,11.3,0.58,1.0158,2.44,0.18,9.0,14.3,8.7,20.9,0
2304,5,3.0,14.2,0.71,1.0157,1.82,0.0,4.6,13.1,9.0,19.1,1
2305,3,2.1,8.7,0.62,1.0173,2.78,0.0,11.4,14.6,7.7,21.4,1
2306,6,2.0,9.1,0.63,1.0178,2.04,0.0,5.9,15.6,10.1,20.8,1
2307,7,2.4,9.4,0.76,1.0176,0.89,0.41,0.2,14.0,11.5,16.1,0
2311,3,2.8,8.6,0.63,1.0142,2.66,0.0,9.9,6.7,0.5,12.2,0
2312,6,2.3,7.4,0.54,1.0126,2.64,0.0,9.2,10.8,3.9,16.7,0
2313,5,2.1,6.7,0.51,1.0157,2.7,0.0,9.6,14.6,8.8,20.6,1
2314,2,2.6,8.6,0.55,1.0185,3.17,0.0,13.5,15.6,6.8,23.0,1
2315,2,3.7,11.7,0.6,1.0179,3.2,0.0,13.7,15.7,8.9,22.0,1
2316,2,2.3,7.9,0.56,1.0198,2.74,0.0,9.6,14.2,7.0,20.2,1
2317,2,3.0,10.6,0.48,1.0198,2.94,0.0,11.2,14.4,7.5,20.8,1
2319,4,4.5,15.0,0.46,1.0139,3.14,0.0,12.7,15.2,7.9,21.1,1
2320,8,4.1,12.3,0.72,1.0149,0.94,0.0,0.1,9.6,7.4,12.7,0
2321,5,2.3,7.2,0.72,1.0164,2.1,0.0,4.8,11.7,8.3,16.6,0
2322,0,1.9,7.7,0.57,1.0171,3.34,0.0,14.2,13.5,6.2,19.8,1
2323,2,1.9,12.2,0.51,1.0172,3.19,0.02,12.8,16.1,5.6,23.5,0
2326,6,2.3,8.9,0.6,1.0188,3.03,0.23,11.2,16.1,7.5,23.0,0
2328,5,3.4,11.6,0.72,1.0191,2.74,0.03,8.8,17.1,12.2,22.5,0
2329,7,3.3,16.3,0.81,1.0154,1.32,0.6,0.9,16.7,13.0,22.4,0
2331,5,3.8,16.6,0.65,1.0079,2.25,0.2,5.3,14.1,11.2,18.2,0
2332,6,4.3,12.9,0.65,1.0103,2.21,0.03,5.0,14.0,11.4,17.9,0
2333,4,3.9,13.4,0.57,1.0068,3.09,0.05,11.2,18.5,10.8,28.7,0
2334,7,3.3,9.4,0.68,1.0195,0.88,0.18,0.0,12.3,9.6,13.6,0
2335,7,2.1,6.5,0.71,1.0232,1.96,0.14,3.5,11.6,8.9,15.3,0
2336,7,4.5,14.7,0.58,1.0222,2.23,0.22,5.0,12.9,8.7,17.5,0
2337,8,5.1,17.1,0.79,1.0215,1.12,0.68,0.3,14.5,11.3,18.9,0
